,city,lat,lng,country,capital,population
17611,Souma,36.5183,2.9053,Algeria,,37461.0
17612,Gorinchem,51.8306,4.9742,Netherlands,minor,37410.0
17613,Severna Park,39.087,-76.5687,United States,,39108.0
17614,Wheeling,42.1308,-87.924,United States,,39104.0
17615,Landgraaf,50.9083,6.0297,Netherlands,minor,37591.0
17616,Nuevitas,21.5403,-77.2644,Cuba,,38995.0
17617,Bougara,36.5333,3.0833,Algeria,,38352.0
17618,Mehidpur,23.4888,75.658,India,,38780.0
17619,Roy,41.1714,-112.0485,United States,,39076.0
17620,Penfield,43.1602,-77.4483,United States,,39074.0
17621,Toumodi,6.552,-5.019,Côte d'Ivoire,minor,39005.0
17622,Bangar,16.9,120.4167,Philippines,,38041.0
17623,Issaquah,47.5439,-122.0471,United States,,39057.0
17624,Inashiki,35.9565,140.3239,Japan,,38853.0
17625,Kurchatov,51.6667,35.65,Russia,,38344.0
17626,Caivano,40.95,14.3,Italy,,37654.0
17627,Pala Oua,9.35,14.9667,Chad,,38975.0
17628,Rtishchevo,52.2667,43.7667,Russia,,39005.0
17629,Los Palacios y Villafranca,37.1625,-5.9242,Spain,,38678.0
17630,Ancud,-41.8667,-73.8333,Chile,,38991.0
17631,Margosatubig,7.5783,123.1659,Philippines,,38660.0
17632,Valencia,9.2833,123.25,Philippines,,38733.0
17633,Yoshinogawa,34.0631,134.3614,Japan,,38726.0
17634,Dibaya-Lubwe,-4.15,19.8667,Congo (Kinshasa),,38933.0
17635,Itabaianinha,-11.2739,-37.79,Brazil,,38910.0
17636,Samal,14.7678,120.5431,Philippines,,38302.0
17637,Kadiyam,16.9167,81.8333,India,,37149.0
17638,Vasylkiv,50.1775,30.3217,Ukraine,,37696.0
17639,Buchireddipālem,14.538,79.875,India,,38405.0
17640,Mira,45.4375,12.1329,Italy,,38573.0
17641,Umi,33.5675,130.5111,Japan,,37713.0
17642,Westerville,40.1241,-82.921,United States,,38960.0
17643,Hitachiomiya,36.5425,140.4109,Japan,,38836.0
17644,Tshela,-4.9667,12.9333,Congo (Kinshasa),,38845.0
17645,Dubno,50.3931,25.735,Ukraine,minor,37545.0
17646,Galeana,24.8333,-100.0667,Mexico,minor,38930.0
17647,Akçakoca,41.0833,31.1167,Turkey,minor,38846.0
17648,Khairtal,27.8346,76.6388,India,,38298.0
17649,Teijlingen,52.215,4.5103,Netherlands,,37791.0
17650,Grants Pass,42.4333,-123.3317,United States,,38902.0
17651,Bitterfeld,51.6167,12.3167,Germany,,38475.0
17652,Marinha Grande,39.75,-8.9333,Portugal,minor,38681.0
17653,Ōmagari,39.4531,140.4754,Japan,,38794.0
17654,Sakuragawa,36.3273,140.0906,Japan,,38677.0
17655,Haverstraw,41.2055,-74.0384,United States,,38872.0
17656,Taşköprü,41.5097,34.2142,Turkey,minor,38849.0
17657,Altos,-5.0389,-42.4608,Brazil,,38822.0
17658,Lluchmayor,39.49,2.8898,Spain,,38722.0
17659,Skelmersdale,53.55,-2.776,United Kingdom,,38813.0
17660,Campina Grande do Sul,-25.3058,-49.055,Brazil,,38769.0
17661,Bautzen,51.1814,14.4242,Germany,minor,38261.0
17662,Veghel,51.6167,5.55,Netherlands,minor,38077.0
17663,Mission,49.1337,-122.3112,Canada,,38833.0
17664,Huzūrābād,18.2,79.42,India,,37665.0
17665,Ibusuki,31.2528,130.6331,Japan,,38571.0
17666,Pervomaisk,48.6297,38.5619,Ukraine,,38801.0
17667,Rājula,21.05,71.43,India,,38489.0
17668,Sarikishty,38.4667,68.7,Tajikistan,,38474.0
17669,Dabola,10.75,-11.1167,Guinea,minor,38617.0
17670,Tuusula,60.4333,25.05,Finland,minor,38646.0
17671,Fürstenfeldbruck,48.1778,11.2556,Germany,minor,37677.0
17672,Yako,12.9667,-2.2667,Burkina Faso,minor,38689.0
17673,Lynnwood,47.8284,-122.3033,United States,,38812.0
17674,Calexico,32.6849,-115.4944,United States,,38798.0
17675,Cajibío,2.6333,-76.6333,Colombia,minor,38703.0
17676,Gujō,35.7486,136.9643,Japan,,38747.0
17677,Aborlan,9.4386,118.5481,Philippines,,38736.0
17678,Los Palacios,22.5822,-83.2489,Cuba,minor,38731.0
17679,Olutanga,7.3106,122.8464,Philippines,,38438.0
17680,Simão Dias,-10.7378,-37.8108,Brazil,,38702.0
17681,Nishiwaki,34.9903,134.9722,Japan,,38479.0
17682,Jamindan,11.4094,122.5103,Philippines,,38670.0
17683,Maasin,10.8833,122.4333,Philippines,,38461.0
17684,Naushahro Firoz,26.8422,68.1228,Pakistan,minor,38181.0
17685,Real,14.6667,121.6,Philippines,,38678.0
17686,Dzhankoi,45.7086,34.3933,Ukraine,minor,38714.0
17687,Barbacoas,1.6717,-78.1397,Colombia,minor,38708.0
17688,Alingsås,57.93,12.5331,Sweden,minor,38509.0
17689,Sibaté,4.4908,-74.2594,Colombia,minor,38412.0
17690,Braintree,42.2039,-71.0022,United States,,38712.0
17691,Buug,7.7286,123.0608,Philippines,,38425.0
17692,Mamun,32.2824,75.6983,India,,37746.0
17693,San Andres,13.5961,124.0992,Philippines,,38480.0
17694,Champerico,14.293,-91.914,Guatemala,minor,38570.0
17695,Royal Palm Beach,26.7038,-80.2241,United States,,38697.0
17696,Mechelen-aan-de-Maas,50.9967,5.7025,Belgium,,38193.0
17697,Great Yarmouth,52.606,1.729,United Kingdom,,38693.0
17698,Nové Zámky,47.9856,18.1578,Slovakia,minor,38172.0
17699,Tōkai,36.473,140.5661,Japan,,37700.0
17700,Groton,41.3598,-72.0293,United States,,38686.0
17701,Königs Wusterhausen,52.2917,13.625,Germany,,38283.0
17702,Metlaoui,34.3333,8.4,Tunisia,,38634.0
17703,Land O' Lakes,28.2075,-82.4476,United States,,38674.0
17704,Misawa,40.6831,141.3691,Japan,,38351.0
17705,Vangaindrano,-23.35,47.6,Madagascar,,38537.0
17706,La Unión,14.9667,-89.2833,Guatemala,minor,38473.0
17707,San José de Las Matas,19.33,-70.93,Dominican Republic,,38628.0
17708,Ábrego,8.0,-73.2,Colombia,minor,38627.0
17709,Mariinsk,56.2,87.7833,Russia,,38637.0
17710,Bayan,36.1148,102.2476,China,,38315.0
17711,Xiaguanying,35.9427,104.1717,China,,38342.0
17712,Guariba,-21.36,-48.2283,Brazil,,38499.0
17713,Az̧ Z̧āhirīyah,31.4078,34.9722,West Bank,,38002.0
17714,Alderetes,-26.8167,-65.1333,Argentina,,38466.0
17715,Bettendorf,41.5657,-90.4765,United States,,38631.0
17716,Krasnoufimsk,56.6167,57.7722,Russia,,38395.0
17717,Muaná,-1.5278,-49.2169,Brazil,,38616.0
17718,Nindirí,12.0031,-86.1178,Nicaragua,minor,38355.0
17719,Darāw,24.4,32.9167,Egypt,,38400.0
17720,San Felipe Orizatlán,21.1719,-98.6064,Mexico,,38472.0
17721,Pacifica,37.6113,-122.4782,United States,,38595.0
17722,Nigel,-26.4203,28.4683,South Africa,,38318.0
17723,Lanyi,38.7048,111.5601,China,minor,38431.0
17724,Żary,51.6333,15.1333,Poland,minor,37502.0
17725,Cottage Grove,44.8161,-92.9274,United States,,38582.0
17726,Uryupinsk,50.8,42.0167,Russia,,37620.0
17727,Yuzhnoukrainsk,47.8217,31.175,Ukraine,minor,38560.0
17728,Monan,38.2621,115.9504,China,,38158.0
17729,Phulbāni,20.47,84.23,India,,37371.0
17730,Boa Esperança,-21.09,-45.5658,Brazil,,38516.0
17731,Falāvarjān,32.5553,51.5097,Iran,minor,37740.0
17732,Gomoh,23.8735,86.1516,India,,37734.0
17733,Dubrājpur,23.8,87.38,India,,38041.0
17734,Patnongon,10.9142,121.9947,Philippines,,38329.0
17735,Minas,21.4894,-77.605,Cuba,minor,38517.0
17736,Kardítsa,39.3667,21.9167,Greece,minor,38554.0
17737,Khalkhāl,37.6272,48.53,Iran,minor,38521.0
17738,Kakching,24.6085,94.0029,India,,37915.0
17739,Caibarién,22.5158,-79.4722,Cuba,minor,38479.0
17740,Jarosław,50.0186,22.6797,Poland,minor,37479.0
17741,Konakovo,56.7,36.75,Russia,,38486.0
17742,Siyang,27.2116,108.7463,China,minor,38261.0
17743,Itiúba,-10.6908,-39.8528,Brazil,,38492.0
17744,Américo Brasiliense,-21.7361,-48.1114,Brazil,,38202.0
17745,Backnang,48.9464,9.4306,Germany,,37558.0
17746,Clovis,34.4376,-103.1923,United States,,38505.0
17747,Vestavia Hills,33.4518,-86.7437,United States,,38504.0
17748,Borbon,10.8333,124.0,Philippines,,38187.0
17749,Santo Domingo,13.235,123.7769,Philippines,,37765.0
17750,Ventanas,-1.45,-79.47,Ecuador,,38168.0
17751,Barru,-4.3587,119.6399,Indonesia,minor,38333.0
17752,Villenave-d’Ornon,44.7806,-0.5658,France,,36754.0
17753,Várzea Alegre,-6.7889,-39.2958,Brazil,,38434.0
17754,Holyoke,42.2125,-72.6411,United States,,38480.0
17755,Yanqi,42.0586,86.5683,China,minor,37649.0
17756,Villagarcía de Arosa,42.5977,-8.7632,Spain,,37677.0
17757,Coto Brus,8.889,-82.9092,Costa Rica,,38453.0
17758,Evans,33.5619,-82.1351,United States,,38452.0
17759,Curuçá,-0.7339,-47.855,Brazil,,38391.0
17760,Kamp-Lintfort,51.5,6.5333,Germany,,37847.0
17761,Genç,38.75,40.556,Turkey,minor,38428.0
17762,Chacabuco,-34.6333,-60.4667,Argentina,minor,38418.0
17763,Nakhyaungcharīpāra,21.4167,92.1833,Bangladesh,,38350.0
17764,Antsohihy,-14.8762,47.9834,Madagascar,minor,38253.0
17765,San Jacinto de Buena Fe,-0.8986,-79.4889,Ecuador,,38263.0
17766,Hanumānnagar,26.5394,86.7483,Nepal,,37738.0
17767,Tayasan,9.9167,123.15,Philippines,,38159.0
17768,Venlo,51.3667,6.1667,Netherlands,minor,37663.0
17769,Port Talbot,51.5906,-3.7986,United Kingdom,,37276.0
17770,Kaka,37.35,59.6,Turkmenistan,,38381.0
17771,Caltagirone,37.2375,14.5125,Italy,,38295.0
17772,Ibara,34.6,133.4667,Japan,,38236.0
17773,Laur,15.5797,121.1864,Philippines,,38263.0
17774,Usinsk,66.0,57.5333,Russia,,38376.0
17775,Sharypovo,55.5333,89.2,Russia,,37136.0
17776,Atamyrat,37.8531,65.2369,Turkmenistan,,38350.0
17777,Alekseyevka,50.6333,38.7,Russia,,38329.0
17778,Bol’shoy Kamen’,43.1167,132.35,Russia,,38042.0
17779,Gūdārah,34.8169,69.0878,Afghanistan,,38000.0
17780,Moncada,41.4867,2.1879,Spain,,36794.0
17781,Dom Pedrito,-30.9828,-54.6728,Brazil,,38339.0
17782,Torre-Pacheco,37.7333,-0.95,Spain,,38140.0
17783,Navgilem,40.1333,70.65,Tajikistan,,38104.0
17784,Şarkışla,39.35,36.4,Turkey,minor,38314.0
17785,Katsuragi,34.4833,135.7333,Japan,,37225.0
17786,Sabang,5.8942,95.3192,Indonesia,,38077.0
17787,Grimbergen,50.9333,4.3833,Belgium,,37355.0
17788,Krasnyy Sulin,47.8833,40.1,Russia,minor,38284.0
17789,Jagdīspur,25.4674,84.4204,India,,37072.0
17790,Pathanāmthitta,9.2648,76.787,India,,37802.0
17791,Lyudinovo,53.8667,34.4333,Russia,,38267.0
17792,Apache Junction,33.3985,-111.535,United States,,38311.0
17793,Goribidnūr,13.6111,77.5167,India,,37947.0
17794,Pitangueiras,-21.0094,-48.2217,Brazil,,38211.0
17795,Maule,-35.5333,-71.7,Chile,,38270.0
17796,Zavolzhye,56.65,43.4,Russia,,38230.0
17797,Shrewsbury,42.2842,-71.7154,United States,,38291.0
17798,Pen,18.75,73.08,India,,37852.0
17799,Tāsgaon,17.03,74.6,India,,37945.0
17800,Gampola,7.1647,80.5767,Sri Lanka,,37871.0
17801,Dicle,38.375,40.0733,Turkey,minor,38220.0
17802,Bahādurganj,26.2617,87.8244,India,,37115.0
17803,Barrancas,11.0,-72.75,Colombia,minor,38232.0
17804,Bat Khela,34.62,71.97,Pakistan,,38222.0
17805,Cerveteri,42.0,12.1,Italy,,37977.0
17806,Taounate,34.5358,-4.64,Morocco,,37616.0
17807,Cheyyār,12.662,79.5435,India,,37802.0
17808,Orange,-33.2833,149.1,Australia,,38097.0
17809,Su’ao,24.6,121.85,Taiwan,,37804.0
17810,Anosiala,-18.7833,47.4167,Madagascar,,36863.0
17811,Menomonee Falls,43.1487,-88.1227,United States,,38219.0
17812,Phenix City,32.4585,-85.0253,United States,,38216.0
17813,Dengtangcun,23.6821,116.5259,China,,37983.0
17814,Papenburg,53.0667,7.4,Germany,,37885.0
17815,Bagabag,16.6044,121.2521,Philippines,,37985.0
17816,Savelugu,9.6167,-0.8333,Ghana,,38074.0
17817,Luna,16.85,120.3833,Philippines,,37318.0
17818,Guayacanes,18.4533,-69.45,Dominican Republic,,37889.0
17819,Xinpo,21.6645,110.8911,China,,36699.0
17820,Sitalkuchi,26.1697,89.1914,India,,37052.0
17821,San Juan Cancuc,16.9333,-92.3833,Mexico,minor,37948.0
17822,Post Falls,47.7213,-116.9384,United States,,38162.0
17823,Izobil’nyy,45.3667,41.7167,Russia,,38100.0
17824,Xinqiao,39.2694,116.0797,China,,37583.0
17825,Goes,51.5,3.8833,Netherlands,minor,37739.0
17826,Raalte,52.3833,6.2667,Netherlands,minor,37911.0
17827,La Vergne,36.02,-86.5586,United States,,38127.0
17828,Oleiros,43.3333,-8.3166,Spain,,37271.0
17829,Vaudreuil-Dorion,45.4,-74.0333,Canada,,38117.0
17830,Sampués,9.1833,-75.3833,Colombia,minor,37925.0
17831,Rūdsar,37.1375,50.2881,Iran,minor,37998.0
17832,Visconde do Rio Branco,-21.0103,-42.8406,Brazil,,37942.0
17833,Boryslav,49.2881,23.4267,Ukraine,,37093.0
17834,Clifton Park,42.8587,-73.8242,United States,,38094.0
17835,Parkland,47.1417,-122.4376,United States,,38092.0
17836,Yamen,22.3017,113.051,China,,37963.0
17837,Uster,47.35,8.7167,Switzerland,minor,36791.0
17838,Yuzhnouralsk,54.45,61.25,Russia,,37728.0
17839,Spoleto,42.7565,12.6855,Italy,,37964.0
17840,San Andres,13.3231,122.6761,Philippines,,37454.0
17841,Dālkola,25.8758,87.8401,India,,36930.0
17842,Masamba,-2.5531,120.3275,Indonesia,minor,38024.0
17843,Mount Juliet,36.199,-86.5115,United States,,38059.0
17844,San Pédro Jocopilas,15.0953,-91.1508,Guatemala,minor,37990.0
17845,Güira de Melena,22.8019,-82.5047,Cuba,minor,37838.0
17846,Hot Springs,34.4892,-93.0501,United States,,38050.0
17847,Les Abricots,18.6333,-74.3,Haiti,,37675.0
17848,Aristóbulo del Valle,-27.1167,-54.9167,Argentina,,38000.0
17849,Amambaí,-23.1039,-55.2258,Brazil,,38030.0
17850,Qaratog,38.55,68.2833,Tajikistan,,37948.0
17851,Formia,41.2667,13.6167,Italy,,38032.0
17852,Coondapoor,13.6313,74.6902,India,,37740.0
17853,Hajīn,34.6894,40.8308,Syria,minor,37935.0
17854,Winter Springs,28.6889,-81.2703,United States,,38021.0
17855,Mixquiahuala de Juarez,20.2311,-99.2131,Mexico,,37747.0
17856,Andkhōy,36.95,65.1167,Afghanistan,minor,37887.0
17857,Catende,-8.6669,-35.7169,Brazil,,37820.0
17858,Monrovia,34.165,-117.9921,United States,,37999.0
17859,Bom Jardim,-7.7958,-35.5869,Brazil,,37826.0
17860,Luuk,5.9676,121.3133,Philippines,,37873.0
17861,Haugesund,59.4464,5.2983,Norway,minor,37444.0
17862,Obala,4.1667,11.5333,Cameroon,,37888.0
17863,Olot,42.1822,2.489,Spain,,36716.0
17864,Mullaittivu,9.2833,80.8,Sri Lanka,,37339.0
17865,Prattville,32.4597,-86.4573,United States,,37977.0
17866,Ohangaron,40.9061,69.6444,Uzbekistan,,37784.0
17867,Greven,52.0917,7.6083,Germany,,37700.0
17868,Argun,43.2944,45.8839,Russia,,37373.0
17869,Kapiri Mposhi,-13.9772,28.6847,Zambia,,37942.0
17870,Tunduma,-9.3,32.7667,Tanzania,,36556.0
17871,Gaspar Hernández,19.62,-70.28,Dominican Republic,,37852.0
17872,Sanchahe,36.378,106.0869,China,,37675.0
17873,Srīnagar,30.22,78.78,India,,37911.0
17874,Carpentersville,42.1227,-88.2896,United States,,37940.0
17875,Ichchāpuram,19.12,84.7,India,,36493.0
17876,Amarante do Maranhão,-5.5669,-46.7419,Brazil,,37932.0
17877,Santiago,25.4333,-100.1333,Mexico,minor,37886.0
17878,Sighetu Marmaţiei,47.9286,23.8925,Romania,,37640.0
17879,Sītākund,22.62,91.66,Bangladesh,,36650.0
17880,Puri,-7.6833,15.6,Angola,,37910.0
17881,Česká Lípa,50.6886,14.5386,Czechia,,37361.0
17882,West Fargo,46.8573,-96.9057,United States,,37913.0
17883,Shakhtīnsk,49.71,72.5872,Kazakhstan,,37899.0
17884,Basavana Bāgevādi,16.5728,75.9725,India,,37699.0
17885,Akhtubinsk,48.2833,46.1667,Russia,,37883.0
17886,East Point,33.6696,-84.4701,United States,,37895.0
17887,Amargosa,-13.03,-39.605,Brazil,,37807.0
17888,Ipueiras,-4.5419,-40.7189,Brazil,,37862.0
17889,Spišská Nová Ves,48.9439,20.5675,Slovakia,minor,37326.0
17890,Kehl,48.5667,7.8167,Germany,,37378.0
17891,Dibulla,11.2667,-73.3,Colombia,minor,37854.0
17892,Tupelo,34.2692,-88.7318,United States,,37872.0
17893,Rosenberg,29.5456,-95.8223,United States,,37871.0
17894,Peachtree City,33.3942,-84.571,United States,,37867.0
17895,Santa Rita do Sapucaí,-22.2519,-45.7028,Brazil,,37754.0
17896,Thāna Bhawan,29.5833,77.4167,India,,36669.0
17897,Ma‘arratmişrīn,36.0,36.6667,Syria,minor,37490.0
17898,Mahanoro,-19.9,48.8,Madagascar,,37800.0
17899,La Quinta,33.6536,-116.2785,United States,,37846.0
17900,Sunbury,-37.5811,144.7139,Australia,,36084.0
17901,Patía,2.1667,-77.0833,Colombia,,37781.0
17902,Mabuhay,7.4176,122.837,Philippines,,37390.0
17903,Lampa,-33.2833,-70.9,Chile,,37599.0
17904,Malavalli,12.38,77.08,India,,37601.0
17905,Guaraciaba do Norte,-4.1669,-40.7478,Brazil,,37775.0
17906,Emirdağ,39.0167,31.15,Turkey,minor,37817.0
17907,Al Qaryatayn,34.2283,37.2406,Syria,minor,37820.0
17908,Rāwatbhāta,24.93,75.58,India,,37701.0
17909,Marantao,7.95,124.233,Philippines,,37763.0
17910,Jalapa,17.7,-92.8,Mexico,minor,37749.0
17911,Dajiecun,36.2965,115.2071,China,,37290.0
17912,San Marcelino,14.9742,120.1573,Philippines,,37719.0
17913,Esperantina,-3.9019,-42.2339,Brazil,,37767.0
17914,Malmesbury,-33.45,18.7333,South Africa,,35897.0
17915,Santiago Sacatepéquez,14.653,-90.6524,Guatemala,minor,36982.0
17916,Hatta,24.1341,79.6012,India,,37638.0
17917,Curitibanos,-27.2828,-50.5839,Brazil,,37748.0
17918,Geraldton,-28.7744,114.6089,Australia,,37648.0
17919,Afuá,-0.1569,-50.3869,Brazil,,37778.0
17920,Sārangpur,23.57,76.47,India,,37435.0
17921,Trou du Nord,19.6333,-72.0167,Haiti,,37405.0
17922,Matina,10.0099,-83.3096,Costa Rica,,37721.0
17923,Mechanicsville,37.6263,-77.3561,United States,,37767.0
17924,Tambulig,8.07,123.5372,Philippines,,37480.0
17925,Daiyue,39.5284,112.8056,China,minor,35894.0
17926,Yolöten,37.3,62.35,Turkmenistan,,37705.0
17927,Uchaly,54.3167,59.3833,Russia,,37710.0
17928,Villa González,19.5333,-70.7833,Dominican Republic,,37349.0
17929,Galloway,39.4914,-74.4803,United States,,37715.0
17930,Nalayh,47.7725,107.2536,Mongolia,,37659.0
17931,Baocheng,18.6431,109.6994,China,minor,37492.0
17932,Kalbā,25.0742,56.3553,United Arab Emirates,,37545.0
17933,Granadero Baigorria,-32.85,-60.7,Argentina,,36994.0
17934,Sun City,33.6165,-112.2819,United States,,37693.0
17935,Bamendjou,5.4,10.3167,Cameroon,,37547.0
17936,Houghton le Spring,54.841,-1.468,United Kingdom,,36746.0
17937,Kahrīzak,35.5175,51.3597,Iran,,37527.0
17938,São Gonçalo dos Campos,-12.4328,-38.9669,Brazil,,37554.0
17939,Mahē,11.7011,75.5367,India,,36828.0
17940,Magallanes,12.8283,123.8344,Philippines,,37411.0
17941,Bonito,-8.47,-35.7289,Brazil,,37566.0
17942,Kalinkavichy,52.125,29.3333,Belarus,minor,37633.0
17943,Oras,12.1414,125.4392,Philippines,,37451.0
17944,San Antonio,14.9486,120.0864,Philippines,,37450.0
17945,Porteirinha,-15.7428,-43.0278,Brazil,,37627.0
17946,Chieri,45.0139,7.8224,Italy,,36958.0
17947,Lahār,26.194,78.9414,India,,37293.0
17948,Greenfield,42.9619,-88.0052,United States,,37623.0
17949,Kanigiri,15.4,79.5167,India,,37420.0
17950,Rio Pardo,-29.99,-52.3778,Brazil,,37591.0
17951,Esplanada,-11.7958,-37.945,Brazil,,37578.0
17952,Bantay,17.5839,120.3908,Philippines,,37118.0
17953,Bayur,-0.261,100.222,Indonesia,,37368.0
17954,Igarapé-Açu,-1.1269,-47.6178,Brazil,,37547.0
17955,Salinópolis,-0.6289,-47.3558,Brazil,,37421.0
17956,Morsi,21.318,78.0095,India,,37333.0
17957,Bouznika,33.7897,-7.1575,Morocco,,37238.0
17958,Risalpur Cantonment,34.0049,71.9989,Pakistan,,36653.0
17959,Jelilyüzi,43.9749,81.5328,China,,37238.0
17960,São Fidélis,-21.6458,-41.7469,Brazil,,37543.0
17961,Wangsicun,37.9975,116.9238,China,,37184.0
17962,Al Hāshimīyah,32.3664,44.6581,Iraq,minor,37300.0
17963,Paraty,-23.2194,-44.7147,Brazil,,37533.0
17964,Knurów,50.2167,18.6833,Poland,,36498.0
17965,Progreso,21.28,-89.67,Mexico,minor,37369.0
17966,Frolovo,49.7667,43.6667,Russia,,36951.0
17967,Oleśnica,51.2,17.3833,Poland,minor,35856.0
17968,Alapayevsk,57.85,61.7,Russia,,37526.0
17969,El Bordo,2.1142,-76.9831,Colombia,minor,37504.0
17970,Owasso,36.2878,-95.8311,United States,,37559.0
17971,Bindki,26.03,80.6,India,,36926.0
17972,Aliança,-7.6028,-35.2308,Brazil,,37415.0
17973,Shiji,22.2198,112.8531,China,,37402.0
17974,Tosno,59.55,30.9,Russia,,37509.0
17975,Liwonde,-15.0667,35.2333,Malawi,,36421.0
17976,Portage,41.5856,-87.1797,United States,,37540.0
17977,Fermo,43.1608,13.7158,Italy,minor,37238.0
17978,Kishmat Dhanbāri,24.6167,90.025,Bangladesh,,36125.0
17979,Ratia,29.6833,75.575,India,,37152.0
17980,Fengguangcun,23.9062,116.6984,China,,37337.0
17981,Chanderi,24.72,78.13,India,,37362.0
17982,Dalnegorsk,44.55,135.5833,Russia,,37519.0
17983,Maibara,35.3167,136.2833,Japan,,37374.0
17984,Itarema,-2.92,-39.915,Brazil,,37471.0
17985,Pedro II,-4.4338,-41.4534,Brazil,,37496.0
17986,Rock Island,41.4699,-90.5827,United States,,37519.0
17987,Mankayan,16.8567,120.7933,Philippines,,37233.0
17988,Rafiganj,24.82,84.65,India,,35536.0
17989,Goryachiy Klyuch,44.6333,39.1333,Russia,,37475.0
17990,Malgobek,43.5,44.75,Russia,,37442.0
17991,Nandaime,11.7569,-86.0528,Nicaragua,minor,37413.0
17992,Itaqui,-29.125,-56.5528,Brazil,,37489.0
17993,Comapa,14.1114,-89.7497,Guatemala,minor,37218.0
17994,Chrzanów,50.1333,19.4,Poland,minor,36575.0
17995,Gajendragarh,15.7363,75.9698,India,,37258.0
17996,Santa Rosa de Osos,6.65,-75.4667,Colombia,minor,37435.0
17997,Pilibangan,29.4888,74.0748,India,,37288.0
17998,Mölndal,57.65,12.0167,Sweden,minor,37233.0
17999,Shaxi,22.3067,113.1469,China,,36957.0
18000,Lebanon,36.204,-86.3481,United States,,37471.0
18001,Agudos,-22.4739,-48.9836,Brazil,,37401.0
18002,Tamamura,36.3044,139.1149,Japan,,36041.0
18003,Châtelet,50.4,4.5167,Belgium,,36101.0
18004,Warendorf,51.9539,7.9933,Germany,minor,37226.0
18005,Kérou,10.825,2.1094,Benin,,37419.0
18006,Holubivske,48.6375,38.6433,Ukraine,,36388.0
18007,Yugorsk,61.3167,63.3333,Russia,,37422.0
18008,Nakodar,31.13,75.47,India,,36973.0
18009,Tudela,42.0653,-1.6067,Spain,,37247.0
18010,Pingxiangcheng,36.9819,114.9131,China,,36907.0
18011,Melgar,4.2039,-74.6428,Colombia,minor,37224.0
18012,Dīnhāta,26.13,89.47,India,,36124.0
18013,Punārakh,25.493,85.8054,India,,36541.0
18014,Besni,37.6942,37.8614,Turkey,minor,37323.0
18015,Moerdijk,51.65,4.6,Netherlands,,37185.0
18016,Lierre,51.1333,4.5667,Belgium,,36646.0
18017,Don Benito,38.9545,-5.8617,Spain,,37310.0
18018,Sitangkai,4.6615,119.3919,Philippines,,37319.0
18019,Bochil,17.0167,-92.95,Mexico,minor,37263.0
18020,Seika,34.7667,135.7833,Japan,,35951.0
18021,New Albany,38.309,-85.8234,United States,,37350.0
