,city,lat,lng,country,capital,population
17152,Larantuka,-8.3133,123.0042,Indonesia,minor,40828.0
17153,Taicheng,38.7206,113.2437,China,minor,40145.0
17154,Barr Eliâs,33.775,35.9,Lebanon,,40000.0
17155,Lobo,13.65,121.25,Philippines,,40736.0
17156,Osório,-29.8869,-50.27,Brazil,,40906.0
17157,Woburn,42.4869,-71.1543,United States,,40967.0
17158,Columbia,35.6238,-87.0484,United States,,40957.0
17159,Germantown,35.0829,-89.7824,United States,,40955.0
17160,Partāpnagar,25.4145,87.0787,India,,39050.0
17161,Krishnarājāsāgara,12.4398,76.3828,India,,40435.0
17162,Inhambupe,-11.7839,-38.3528,Brazil,,40915.0
17163,Chebarkul,54.9833,60.3667,Russia,,40378.0
17164,Shelton,41.306,-73.1383,United States,,40944.0
17165,Romny,50.7428,33.4879,Ukraine,minor,40316.0
17166,Maragondon,14.2667,120.7333,Philippines,,40687.0
17167,Covington,39.0334,-84.5166,United States,,40930.0
17168,Delījān,33.9906,50.6839,Iran,minor,40902.0
17169,Balaoan,16.8167,120.4,Philippines,,40339.0
17170,Westfield,42.1382,-72.7561,United States,,40922.0
17171,Ciudad Piar,7.4522,-63.32,Venezuela,minor,40918.0
17172,Yomitan,26.3961,127.7444,Japan,,39791.0
17173,Tirukkoyilūr,11.95,79.2,India,,40212.0
17174,Kitob,39.1336,66.8819,Uzbekistan,,40800.0
17175,Pugachev,52.0167,48.8,Russia,,40895.0
17176,Barreiros,-8.8167,-35.2,Brazil,,40732.0
17177,Apóstoles,-27.9167,-55.7667,Argentina,minor,40858.0
17178,Woodstock,43.1306,-80.7467,Canada,,40902.0
17179,Mangaratiba,-22.96,-44.0408,Brazil,,40779.0
17180,Nowgong,25.0574,79.4381,India,,40580.0
17181,Promissão,-21.5369,-49.8583,Brazil,,40828.0
17182,Kadūr,13.5529,76.0116,India,,40674.0
17183,Rio Real,-11.4833,-37.9344,Brazil,,40809.0
17184,Ciudad Barrios,13.7667,-88.2667,El Salvador,,40500.0
17185,Wageningen,51.9667,5.6667,Netherlands,minor,39635.0
17186,Chiredzi,-21.0389,31.6778,Zimbabwe,,40100.0
17187,Ahlat,38.7528,42.4944,Turkey,minor,40806.0
17188,Tianzhong,23.8595,120.5878,Taiwan,,39701.0
17189,Cuito Cuanavale,-15.1667,19.1667,Angola,,40829.0
17190,Valladolid,10.4667,122.8333,Philippines,,39996.0
17191,Abadan,38.0517,58.21,Turkmenistan,,40813.0
17192,Caeté,-19.88,-43.67,Brazil,,40750.0
17193,São Bento,-2.6958,-44.8208,Brazil,,40736.0
17194,Zoumi,34.8,-5.35,Morocco,,40661.0
17195,Santa Eulalia del Río,38.9847,1.5336,Spain,,40548.0
17196,Samālkha,29.23,77.02,India,,40000.0
17197,Zhujiezhen,23.746,104.899,China,,40623.0
17198,Bañga,11.6389,122.3331,Philippines,,40318.0
17199,Tomar,39.6,-8.4167,Portugal,minor,40677.0
17200,Pereslavl’-Zalesskiy,56.7381,38.8562,Russia,,39105.0
17201,Neumarkt,49.2833,11.4667,Germany,minor,40274.0
17202,Sabalgarh,26.25,77.4,India,,40333.0
17203,Gonābād,34.3528,58.6836,Iran,minor,40773.0
17204,Friendswood,29.511,-95.1981,United States,,40780.0
17205,Pālampur,32.1097,76.5366,India,,40385.0
17206,The Acreage,26.774,-80.2779,United States,,40771.0
17207,Jhābua,22.7677,74.5909,India,,40361.0
17208,Lugoj,45.7056,21.9258,Romania,,40361.0
17209,Qeshm,26.9581,56.2719,Iran,minor,40678.0
17210,Pie de Pató,5.5333,-77.0,Colombia,minor,40733.0
17211,Weißenfels,51.2,11.9667,Germany,,40409.0
17212,Kīlakkarai,9.2314,78.7848,India,,40143.0
17213,Boucherville,45.6,-73.45,Canada,,40753.0
17214,Khowrmūj,28.6489,51.3794,Iran,minor,40722.0
17215,Yalutorovsk,56.65,66.2833,Russia,,39967.0
17216,Pachrūkha,26.7373,84.8861,India,,39474.0
17217,Sivaganga,9.8433,78.4809,India,,40403.0
17218,Arys,42.4333,68.8,Kazakhstan,,40707.0
17219,Siay,7.7056,122.8641,Philippines,,40585.0
17220,Essex,39.3021,-76.4449,United States,,40710.0
17221,Komono,35.02,136.5075,Japan,,40329.0
17222,Buchholz in der Nordheide,53.3167,9.8667,Germany,,40164.0
17223,Sciacca,37.5092,13.0889,Italy,,40488.0
17224,Barra de São Francisco,-18.755,-40.8908,Brazil,,40649.0
17225,Nanuque,-17.8389,-40.3539,Brazil,,40665.0
17226,Nabarūh,31.0942,31.3,Egypt,,38953.0
17227,Channarāyapatna,12.9,76.39,India,,40400.0
17228,Vellakkovil,10.93,77.72,India,,40359.0
17229,Buxtehude,53.4769,9.7011,Germany,,40150.0
17230,Montélimar,44.5581,4.7508,France,,39818.0
17231,Khawr Fakkān,25.3333,56.35,United Arab Emirates,,39515.0
17232,La Unión,4.5331,-76.1006,Colombia,minor,40339.0
17233,Bayındır,38.2192,27.6481,Turkey,minor,40584.0
17234,Soe,-9.8667,124.2833,Indonesia,minor,40532.0
17235,Santo Antônio de Pádua,-21.5389,-42.18,Brazil,,40589.0
17236,Pechora,65.1667,57.25,Russia,,40653.0
17237,Löhne,52.2,8.7,Germany,,39977.0
17238,Douar Laouamra,31.8,-8.7167,Morocco,,40605.0
17239,Manalapan,40.28,-74.3436,United States,,40637.0
17240,Leyte,11.3667,124.4833,Philippines,,40397.0
17241,Panglao,9.5833,123.75,Philippines,,39839.0
17242,Rovereto,45.8833,11.05,Italy,,39825.0
17243,Braine-l’Alleud,50.6806,4.3717,Belgium,,39837.0
17244,Lordegān,31.5081,50.8319,Iran,minor,40528.0
17245,Rizal,12.4667,120.9667,Philippines,,40429.0
17246,Agano,37.8344,139.226,Japan,,40382.0
17247,Huaura,-11.1,-77.6,Peru,,40400.0
17248,Islāmpur,25.1407,85.2059,India,,39425.0
17249,Xinguara,-7.095,-49.9458,Brazil,,40573.0
17250,Iesi,43.5236,13.2392,Italy,,40210.0
17251,Ban Bang Khu Lat,13.9134,100.369,Thailand,,38758.0
17252,Mailapur,13.021,77.938,India,,40050.0
17253,Maihar,24.262,80.761,India,,40192.0
17254,Duncanville,32.646,-96.9127,United States,,40575.0
17255,Taysan,13.7833,121.2,Philippines,,40146.0
17256,Murtajāpur,20.73,77.51,India,,40295.0
17257,Uray,60.1333,64.8,Russia,,40559.0
17258,Freital,51.0167,13.65,Germany,,39577.0
17259,Cabatuan,16.9589,121.6692,Philippines,,39990.0
17260,Dingras,18.1036,120.6975,Philippines,,40127.0
17261,Cumbal,0.9078,-77.7908,Colombia,minor,40492.0
17262,Payabon,9.7667,123.1333,Philippines,,40308.0
17263,Augusto Correa,-1.0219,-46.645,Brazil,,40497.0
17264,Halberstadt,51.8958,11.0467,Germany,minor,40256.0
17265,Yian,47.8804,125.3,China,minor,39924.0
17266,Al Qā‘idah,13.7569,44.1392,Yemen,,39254.0
17267,Maintal,50.15,8.8333,Germany,,39298.0
17268,Lilio,14.13,121.436,Philippines,,39491.0
17269,Cedar Falls,42.5195,-92.4536,United States,,40500.0
17270,Andradas,-22.0678,-46.5689,Brazil,,40407.0
17271,Magburaka,8.7169,-11.9433,Sierra Leone,,40313.0
17272,Milton,34.1353,-84.3139,United States,,40487.0
17273,Corigliano Calabro,39.6,16.5167,Italy,,40478.0
17274,Yajalón,17.1833,-92.3167,Mexico,minor,40285.0
17275,Olintepeque,14.8833,-91.5167,Guatemala,minor,39383.0
17276,Cauquenes,-35.9667,-72.35,Chile,minor,40441.0
17277,Lishaocun,22.7236,111.4607,China,,39966.0
17278,Hofheim,50.0833,8.45,Germany,minor,39766.0
17279,Camaná,-16.6167,-72.7167,Peru,,39026.0
17280,Aracataca,10.5937,-74.1928,Colombia,minor,40400.0
17281,Heemskerk,52.5167,4.6667,Netherlands,minor,39191.0
17282,Aizawa,35.5288,139.3216,Japan,,39260.0
17283,Sirinhaém,-8.5908,-35.1158,Brazil,,40296.0
17284,Zainsk,55.3,52.0167,Russia,,40366.0
17285,Weslaco,26.1599,-97.9877,United States,,40393.0
17286,Begamganj,23.5992,78.3406,India,,40191.0
17287,Lake Oswego,45.4129,-122.7004,United States,,40390.0
17288,Junnar,19.2,73.88,India,,40000.0
17289,Imbituba,-28.24,-48.67,Brazil,,40170.0
17290,Ōzu,33.5,132.55,Japan,,40289.0
17291,Uchqŭrghon Shahri,41.1214,72.0936,Uzbekistan,minor,40000.0
17292,Jipijapa,-1.3486,-80.5786,Ecuador,,40232.0
17293,Ilıca,39.9458,41.1053,Turkey,minor,40350.0
17294,Malalag,6.6,125.4,Philippines,,40158.0
17295,Túquerres,1.0833,-77.6167,Colombia,minor,40159.0
17296,Glenrothes,56.198,-3.178,United Kingdom,,38510.0
17297,Fonds Verrettes,18.3833,-71.85,Haiti,,40224.0
17298,Lancaster,39.7248,-82.6049,United States,,40360.0
17299,Eboli,40.6169,15.0564,Italy,,40058.0
17300,Beyneū,45.3247,55.1958,Kazakhstan,,40344.0
17301,Ampana,-0.8667,121.5833,Indonesia,minor,40299.0
17302,Hailākāndi,24.6839,92.561,India,,39255.0
17303,Schorndorf,48.8,9.5333,Germany,,39642.0
17304,Plaridel,8.6214,123.7101,Philippines,,39840.0
17305,Jāle,26.38,85.72,India,,38798.0
17306,Molina,-35.1144,-71.2825,Chile,,40329.0
17307,Balud,12.0369,123.1935,Philippines,,40155.0
17308,Majibacoa,20.9172,-76.8764,Cuba,,40264.0
17309,Findlay,41.0469,-83.6379,United States,,40323.0
17310,Leramatang,-8.4,123.57,Indonesia,minor,40200.0
17311,Belaya Kalitva,48.1833,40.7667,Russia,minor,40275.0
17312,San Fernando de Henares,40.4256,-3.5353,Spain,,39313.0
17313,Tietê,-23.1019,-47.715,Brazil,,40194.0
17314,Gourcy,13.2167,-2.35,Burkina Faso,minor,40144.0
17315,Arawa,-6.225,155.5667,Papua New Guinea,,40266.0
17316,New Berlin,42.9726,-88.1291,United States,,40289.0
17317,Kunigal,13.0232,77.0252,India,,40052.0
17318,Tosya,41.0172,34.0383,Turkey,minor,40245.0
17319,Águas Belas,-9.1167,-37.1167,Brazil,,40235.0
17320,Oświęcim,50.0381,19.2214,Poland,minor,39057.0
17321,Považská Bystrica,49.1139,18.4417,Slovakia,minor,39837.0
17322,L’Asile,18.3833,-73.4167,Haiti,,40000.0
17323,Santo Niño,6.4333,124.6833,Philippines,,39796.0
17324,Itoigawa,37.039,137.8627,Japan,,40200.0
17325,Sarāqib,35.8636,36.8006,Syria,minor,39901.0
17326,Kasumigaura,36.1517,140.2371,Japan,,39993.0
17327,Havza,40.9667,35.6667,Turkey,minor,40194.0
17328,Uttarkāshi,30.73,78.45,India,,40220.0
17329,Secunda,-26.5161,29.2028,South Africa,,40198.0
17330,Nawābganj,28.54,79.633,India,,39241.0
17331,Sejenane,37.0564,9.2383,Tunisia,,40166.0
17332,Sindgi,16.92,76.234,India,,40000.0
17333,Bāsudebpur,21.1197,86.729,India,,39607.0
17334,Camargo,27.667,-105.167,Mexico,minor,40221.0
17335,Tipton,52.5259,-2.0751,United Kingdom,,38777.0
17336,Santiago Nonualco,13.5167,-88.95,El Salvador,,39887.0
17337,Hutchinson,38.0671,-97.9081,United States,,40202.0
17338,Holly Springs,35.6526,-78.8399,United States,,40198.0
17339,Mtsensk,53.2833,36.5667,Russia,,38350.0
17340,Tutayev,57.8833,39.55,Russia,,40154.0
17341,French Valley,33.5999,-117.1069,United States,,40188.0
17342,Vyshneve,50.3869,30.3581,Ukraine,,39900.0
17343,Hangu,33.5333,71.0667,Pakistan,minor,39766.0
17344,Longtang,26.1984,107.7946,China,,40094.0
17345,Kālimpong,27.06,88.47,India,,40143.0
17346,Raxruhá,15.8666,-90.0424,Guatemala,minor,40094.0
17347,Ninove,50.8333,4.0167,Belgium,,39626.0
17348,Draguignan,43.5403,6.4667,France,minor,39433.0
17349,Medgidia,44.2503,28.2614,Romania,,39780.0
17350,Security-Widefield,38.7489,-104.7142,United States,,40158.0
17351,Kambia,9.1167,-12.9167,Sierra Leone,,40000.0
17352,Soavinandriana,-19.1667,46.7333,Madagascar,,40045.0
17353,Oroqen Zizhiqi,50.5667,123.7167,China,minor,40128.0
17354,Sagae,38.3809,140.276,Japan,,39854.0
17355,Vendrell,41.2201,1.5348,Spain,,39072.0
17356,Raub,3.7931,101.8569,Malaysia,,40024.0
17357,Zacualpa,15.0272,-90.8778,Guatemala,minor,40003.0
17358,Neu Isenburg,50.05,8.7,Germany,,38532.0
17359,Skövde,58.3833,13.85,Sweden,minor,39580.0
17360,Hurst,32.8353,-97.1809,United States,,40114.0
17361,Amursk,50.2167,136.9,Russia,,40106.0
17362,Baksan,43.6825,43.5339,Russia,,38192.0
17363,Otavalo,0.2303,-78.2625,Ecuador,,39354.0
17364,Romeoville,41.6318,-88.0997,United States,,40099.0
17365,Maddaloni,41.0333,14.3833,Italy,,39026.0
17366,Crystal Lake,42.2333,-88.3351,United States,,40082.0
17367,Altagracia de Orituco,9.8504,-66.38,Venezuela,minor,40052.0
17368,Siniloan,14.4167,121.45,Philippines,,39460.0
17369,Unión de Reyes,22.8003,-81.5372,Cuba,minor,40022.0
17370,Fondi,41.35,13.4167,Italy,,39779.0
17371,Janīn,32.4611,35.3,West Bank,,39004.0
17372,Jayrūd,33.8067,36.7403,Syria,minor,39903.0
17373,Jalalabad,35.88,74.493,Pakistan,,40000.0
17374,Zhongbai,26.7723,107.8883,China,,39893.0
17375,Alashankou,45.1733,82.5546,China,minor,40000.0
17376,Ettlingen,48.9333,8.4,Germany,,39339.0
17377,Vavuniya,8.75,80.4833,Sri Lanka,,38101.0
17378,Tarauacá,-8.1608,-70.7658,Brazil,,40024.0
17379,Matsoandakana,-14.9667,49.25,Madagascar,,40000.0
17380,Revelganj,25.78,84.67,India,,39039.0
17381,Jiaozishan,26.3342,105.9324,China,,39551.0
17382,Bangkinang,0.35,101.0333,Indonesia,minor,39793.0
17383,Völklingen,49.25,6.8333,Germany,,39428.0
17384,Pamplona,9.4667,123.1167,Philippines,,39805.0
17385,Baco,13.3584,121.0977,Philippines,,39817.0
17386,Alimodian,10.8196,122.4322,Philippines,,39722.0
17387,Kyaukme,22.5392,97.0283,Myanmar,,39930.0
17388,Tago,9.0192,126.2333,Philippines,,39831.0
17389,Pojuca,-12.3659,-38.2433,Brazil,,39972.0
17390,Fasano,40.8333,17.3667,Italy,,39683.0
17391,Idangansālai,11.6272,77.989,India,,39118.0
17392,Langen,49.9833,8.6667,Germany,,38651.0
17393,Huamachuco,-7.812,-78.0487,Peru,,39806.0
17394,Halle,50.7361,4.2372,Belgium,,39096.0
17395,Voghera,44.9925,9.0092,Italy,,39354.0
17396,Zimapan,20.7333,-99.3833,Mexico,,39927.0
17397,Ossining,41.1559,-73.8564,United States,,39973.0
17398,Rauma,61.1333,21.5,Finland,minor,39809.0
17399,San Nicolas,16.07,120.7653,Philippines,,39778.0
17400,Acevedo,1.8192,-75.8964,Colombia,minor,39877.0
17401,Villa de San Diego de Ubaté,5.3072,-73.8144,Colombia,minor,39568.0
17402,Xinlizhuang,39.2832,116.1727,China,,39474.0
17403,Yecapixtla,18.8833,-98.865,Mexico,minor,39859.0
17404,Tivaouane,14.95,-16.8167,Senegal,,39755.0
17405,Atmakūr,15.8779,78.5884,India,,39794.0
17406,Clinton,38.7499,-76.9063,United States,,39925.0
17407,Poblacion,7.5086,125.9206,Philippines,,39631.0
17408,Ahaus,52.0667,7.0,Germany,,39658.0
17409,Weibo,38.029,115.2174,China,,38748.0
17410,São José de Mipibu,-6.075,-35.2378,Brazil,,39776.0
17411,Palauig,15.4336,119.9083,Philippines,,39784.0
17412,Ayirāpuram,9.8781,76.3039,India,,39214.0
17413,Meadow Woods,28.3698,-81.3467,United States,,39904.0
17414,Magsaysay,12.3117,121.1472,Philippines,,39767.0
17415,Carol Stream,41.9181,-88.1307,United States,,39895.0
17416,Brighton,39.9716,-104.7963,United States,,39895.0
17417,Rio Negrinho,-26.2539,-49.5178,Brazil,,39846.0
17418,Agoncillo,13.9334,120.9285,Philippines,,39101.0
17419,Écija,37.5333,-5.0833,Spain,,39838.0
17420,Kīsh,26.5578,54.0194,Iran,,39853.0
17421,Nueva Santa Rosa,14.3811,-90.2761,Guatemala,minor,39286.0
17422,San Nicolas,18.175,120.595,Philippines,,38895.0
17423,Kırkağaç,39.1039,27.67,Turkey,minor,39790.0
17424,Northampton,40.2104,-75.0014,United States,,39857.0
17425,Matías Romero,16.8798,-95.0391,Mexico,,39828.0
17426,Betun,-9.4953,124.9603,Indonesia,minor,39650.0
17427,Michalovce,48.7553,21.9133,Slovakia,minor,39151.0
17428,Guaíra,-20.3178,-48.3108,Brazil,,39813.0
17429,Soria,41.7667,-2.4667,Spain,minor,39695.0
17430,Wālājāpet,12.9255,79.3652,India,,38907.0
17431,Nūrpur,29.15,78.4,India,,38806.0
17432,Srebrenik,44.7,18.4833,Bosnia and Herzegovina,minor,39678.0
17433,Winslow,39.7027,-74.9029,United States,,39833.0
17434,Würselen,50.8167,6.1333,Germany,,38712.0
17435,Clarin,8.2,123.85,Philippines,,39356.0
17436,Pamplona,13.5925,123.0833,Philippines,,39333.0
17437,Bādepalli,16.7549,78.1443,India,,39374.0
17438,Waxahachie,32.4035,-96.8446,United States,,39815.0
17439,Kurobeshin,36.8667,137.45,Japan,,39718.0
17440,Veruela,8.0698,125.9554,Philippines,,39708.0
17441,Villamontes,-21.2608,-63.4761,Bolivia,,39800.0
17442,Toukountouna,10.4986,1.3756,Benin,,39779.0
17443,Apsheronsk,44.4667,39.7333,Russia,minor,39762.0
17444,Reynoldsburg,39.9588,-82.7943,United States,,39803.0
17445,Líbano,4.9167,-75.1667,Colombia,minor,39665.0
17446,Bosconia,9.9761,-73.8903,Colombia,minor,39716.0
17447,Dolores,16.5142,-89.4158,Guatemala,minor,39783.0
17448,Mibu,36.4422,139.8147,Japan,,39151.0
17449,La Rinconada,37.4833,-5.9667,Spain,,39509.0
17450,Kalingalan Caluang,5.8833,121.2667,Philippines,,39549.0
17451,Todos Santos Cuchumatán,15.5116,-91.6051,Guatemala,minor,39638.0
17452,Buldon,7.5167,124.3667,Philippines,,39684.0
17453,Sogod,10.75,124.0,Philippines,,39447.0
17454,Talacogon,8.4488,125.7869,Philippines,,39678.0
17455,Niederkassel,50.8167,7.0333,Germany,,38694.0
17456,Steyr,48.0333,14.4167,Austria,minor,38331.0
17457,Benenitra,-23.4522,45.0781,Madagascar,,39766.0
17458,Caraga,7.3283,126.5658,Philippines,,39704.0
17459,Salcedo,19.378,-70.418,Dominican Republic,minor,39557.0
17460,Pirna,50.9622,13.9403,Germany,minor,39027.0
17461,Isfisor,40.2433,69.7447,Tajikistan,,39590.0
17462,Solan,30.905,77.097,India,,39256.0
17463,Shengang,24.1648,120.4886,Taiwan,,38019.0
17464,Shankarpur Khawās,25.2016,87.1496,India,,38092.0
17465,Mettmann,51.25,6.9667,Germany,minor,38829.0
17466,Lloret de Mar,41.7,2.8333,Spain,,38941.0
17467,Plasencia,40.0275,-6.0908,Spain,,39558.0
17468,Asamankese,5.8667,-0.6667,Ghana,,39435.0
17469,Streamwood,42.0209,-88.1779,United States,,39736.0
17470,Città di Castello,43.4608,12.2439,Italy,,39632.0
17471,Tafí Viejo,-26.7333,-65.2667,Argentina,minor,39601.0
17472,Santo Antônio,-29.8178,-50.52,Brazil,,39685.0
17473,Yomra,40.9667,39.9,Turkey,minor,39624.0
17474,Arucas,28.1184,-15.5232,Spain,,38535.0
17475,Quincy,39.9336,-91.3799,United States,,39687.0
17476,Ţabas,33.5958,56.9244,Iran,minor,39676.0
17477,Khāchrod,23.4232,75.2819,India,,39382.0
17478,Schio,45.7111,11.3556,Italy,,39082.0
17479,Alicia,7.506,122.9412,Philippines,,39456.0
17480,Xonqa,41.4742,60.7822,Uzbekistan,minor,39400.0
17481,Manay,7.2108,126.5328,Philippines,,39572.0
17482,Rāni,25.5564,85.9021,India,,37763.0
17483,La Chaux-de-Fonds,47.1013,6.825,Switzerland,minor,38965.0
17484,Socorro,-22.5908,-46.5289,Brazil,,39565.0
17485,Modugno,41.0833,16.7833,Italy,,38453.0
17486,Novodvinsk,64.4167,40.8333,Russia,,38434.0
17487,Rosário,-2.9339,-44.235,Brazil,,39576.0
17488,Ramallah,31.9,35.2,West Bank,,38998.0
17489,Charaut,26.5322,85.7942,India,,37775.0
17490,Valrico,27.9193,-82.2293,United States,,39632.0
17491,Joué-lés-Tours,47.3514,0.6625,France,,38444.0
17492,Marratxi,39.6421,2.7527,Spain,,38902.0
17493,Arcos,-20.2914,-45.5397,Brazil,,39537.0
17494,Villa del Carbón,19.7272,-99.5417,Mexico,minor,39587.0
17495,Seram,17.183,77.283,India,,39341.0
17496,Takikawa,43.5578,141.9104,Japan,,39266.0
17497,Stirling,56.1166,-3.9369,United Kingdom,,37610.0
17498,Indian Trail,35.0699,-80.6452,United States,,39603.0
17499,Stendal,52.6,11.85,Germany,minor,39439.0
17500,Tianchang,37.9981,114.0156,China,,38656.0
17501,Sanjiang,24.7265,112.2884,China,minor,39398.0
17502,San Giuliano Milanese,45.4,9.2833,Italy,,38314.0
17503,Xiushui,24.0356,120.5037,Taiwan,,38248.0
17504,Oneşti,46.2586,26.7692,Romania,,39172.0
17505,Farīmān,35.7069,59.85,Iran,minor,39515.0
17506,Vetapālem,15.78,80.32,India,,38671.0
17507,Trofa,41.3374,-8.5596,Portugal,minor,38999.0
17508,Yangfang,40.5723,115.0301,China,,38922.0
17509,San José de Ocoa,18.55,-70.5,Dominican Republic,minor,39451.0
17510,Gradačac,44.8789,18.4258,Bosnia and Herzegovina,minor,39340.0
17511,Mitsuke,37.5316,138.9127,Japan,,39024.0
17512,Pokrov,47.6533,34.0842,Ukraine,,39497.0
17513,Narón,43.55,-8.15,Spain,,38938.0
17514,Oliveira,-20.6958,-44.8269,Brazil,,39466.0
17515,San Juan del Cesar,10.7667,-73.0,Colombia,minor,39472.0
17516,Benjamin Constant,-4.3755,-70.0318,Brazil,,39484.0
17517,Damulog,7.4853,124.9411,Philippines,,39322.0
17518,Niutuo,39.2618,116.3421,China,,38947.0
17519,Hobbs,32.7281,-103.16,United States,,39476.0
17520,Doğanşehir,38.0958,37.8792,Turkey,minor,39454.0
17521,Tlalixcoyan,18.8031,-96.0611,Mexico,minor,37857.0
17522,Presidente Venceslau,-21.8761,-51.8439,Brazil,,39407.0
17523,Santa Maria da Boa Vista,-8.8089,-39.825,Brazil,,39435.0
17524,Çiftlikköy,40.6603,29.3236,Turkey,minor,39110.0
17525,Carini,38.1333,13.1833,Italy,,38936.0
17526,Sayansk,54.1167,102.1667,Russia,,38968.0
17527,Abinsk,44.8667,38.15,Russia,minor,39374.0
17528,Parral,-36.15,-71.8333,Chile,,39404.0
17529,Rusape,-18.5367,32.1247,Zimbabwe,,37906.0
17530,Tonbridge,51.1987,0.2764,United Kingdom,,38657.0
17531,Tangpingcun,22.0292,111.9346,China,,39302.0
17532,Cape Girardeau,37.3109,-89.5597,United States,,39415.0
17533,Eccles,53.4824,-2.339,United Kingdom,,38756.0
17534,Oviedo,28.658,-81.1872,United States,,39405.0
17535,Tāki,22.59,88.92,India,,38263.0
17536,Whanganui,-39.9325,175.0519,New Zealand,,39400.0
17537,Axochiapan,18.5,-98.75,Mexico,minor,39174.0
17538,Sirohi,24.885,72.8625,India,,39229.0
17539,Sual,16.0661,120.0958,Philippines,,39091.0
17540,Teboulba,35.67,10.9,Tunisia,,37485.0
17541,Pehowa,29.98,76.58,India,,38853.0
17542,Draa el Mizan,36.5333,3.8333,Algeria,,38886.0
17543,Canela,-29.3658,-50.8158,Brazil,,39229.0
17544,Abrantes,39.4633,-8.1975,Portugal,minor,39325.0
17545,Moanda,-1.5667,13.2,Gabon,,39298.0
17546,Sopot,54.45,18.5667,Poland,minor,37457.0
17547,Apan,19.7,-98.4333,Mexico,minor,39247.0
17548,Puerto Berrío,6.49,-74.4025,Colombia,minor,39314.0
17549,San Dionisio,11.2711,123.0948,Philippines,,39048.0
17550,Shibata,38.0566,140.7658,Japan,,38638.0
17551,Tamba-Sasayama,35.0725,135.2219,Japan,,39245.0
17552,Shijiazhuangnan,37.9383,114.4453,China,,38403.0
17553,Warren,41.239,-80.8174,United States,,39334.0
17554,São Francisco do Conde,-12.6278,-38.68,Brazil,,39329.0
17555,Mapandan,16.026,120.454,Philippines,,38058.0
17556,Rosário do Sul,-30.2578,-54.9139,Brazil,,39314.0
17557,Cacuso,-8.2333,15.35,Angola,,39302.0
17558,Marcos Paz,-34.7667,-58.8333,Argentina,minor,39151.0
17559,Køge,55.4561,12.1797,Denmark,minor,38304.0
17560,Oraiókastro,40.7333,22.9167,Greece,minor,38317.0
17561,Cabugao,17.7947,120.4556,Philippines,,38884.0
17562,Tarazá,7.5881,-75.4028,Colombia,minor,39257.0
17563,Kirkkonummi,60.1167,24.4167,Finland,minor,39170.0
17564,Betamcherla,15.4667,78.1667,India,,38994.0
17565,Thakraha,26.7419,84.2562,India,,38063.0
17566,Sikandra Rao,27.7,78.4,India,,38485.0
17567,Plant City,28.014,-82.1201,United States,,39272.0
17568,Sandino,22.0803,-84.206,Cuba,,39245.0
17569,Higashimatsushima,38.4263,141.2104,Japan,,38880.0
17570,Sidi Bibi,30.2333,-9.5333,Morocco,,39042.0
17571,Basista,15.8524,120.3976,Philippines,,37679.0
17572,Ilmenau,50.6839,10.9194,Germany,,39017.0
17573,Ospino,9.3,-69.45,Venezuela,minor,39215.0
17574,Amla,21.9248,78.1279,India,,39009.0
17575,Szczecinek,53.7167,16.6833,Poland,minor,38446.0
17576,San Raimundo,14.7647,-90.5956,Guatemala,minor,38891.0
17577,Sungandiancun,36.2221,115.3246,China,,38542.0
17578,Yelizovo,53.1833,158.3833,Russia,,39216.0
17579,Brasschaat,51.2931,4.4894,Belgium,,38223.0
17580,Waregem,50.8811,3.4001,Belgium,,38347.0
17581,Penumūr,13.3667,79.1833,India,,38912.0
17582,Caluya,11.932,121.548,Philippines,,38908.0
17583,Salinas,-16.1185,-42.174,Brazil,,39178.0
17584,Cayambe,0.0439,-78.1561,Ecuador,,39028.0
17585,Birmitrapur,22.4,84.7667,India,,38870.0
17586,Urbana,40.1107,-88.1973,United States,,39189.0
17587,Manggar,-2.89,108.27,Indonesia,minor,39135.0
17588,Jacarèzinho,-23.1608,-49.9689,Brazil,,39121.0
17589,Tuntum,-5.2578,-44.6489,Brazil,,39183.0
17590,Dubbo,-32.2569,148.6011,Australia,,38943.0
17591,Androka,-25.1167,44.45,Madagascar,,39168.0
17592,Dwārka,22.2403,68.9686,India,,38873.0
17593,José María Morelos,19.75,-88.7,Mexico,minor,39165.0
17594,Xiwanzi,40.9717,115.2737,China,minor,38879.0
17595,Baikonur,45.6167,63.3167,Kazakhstan,,39161.0
17596,San Fernando,13.5661,123.1422,Philippines,,38626.0
17597,Changchunpu,27.2388,105.185,China,,38896.0
17598,Colinas,-6.0258,-44.2489,Brazil,,39132.0
17599,Sama,43.3,-5.6833,Spain,,38683.0
17600,São Mateus do Maranhão,-4.04,-44.47,Brazil,,39093.0
17601,Olive Branch,34.961,-89.8469,United States,,39136.0
17602,Al Mālikīyah,37.1667,42.1333,Syria,minor,39000.0
17603,Santa Helena,-2.2308,-45.3,Brazil,,39110.0
17604,Ílhavo,40.6,-8.6667,Portugal,minor,38598.0
17605,Susurluk,39.9139,28.1603,Turkey,minor,39058.0
17606,Wesseling,50.8167,6.9667,Germany,,37519.0
17607,Monreale,38.0817,13.2889,Italy,,39047.0
17608,Ambatomainty,-17.6833,48.2167,Madagascar,,39000.0
17609,Kachkanar,58.7,59.4833,Russia,,38996.0
17610,Gabaldon,15.4506,121.3378,Philippines,,38958.0
